site_code,description,lu_prop
Spez_065_SO,Forest,0.6845637583892618
Spez_066_SO,Urban,0.13196480938416422
Spez_066_SO,Agriculture,0.4916911045943304
Spez_066_SO,Forest,0.3763440860215054
Spez_067_SO,Urban,0.02435897435897436
Spez_067_SO,Agriculture,0.5461538461538461
Spez_067_SO,Forest,0.42948717948717946
Spez_068_SZ,Urban,0.11452513966480447
Spez_068_SZ,Agriculture,0.5391061452513967
Spez_068_SZ,Forest,0.3463687150837989
Spez_069_SZ,Urban,0.016129032258064516
Spez_069_SZ,Agriculture,0.4274193548387097
Spez_069_SZ,Forest,0.5564516129032258
Spez_070_TG,Urban,0.07
Spez_070_TG,Agriculture,0.73
Spez_070_TG,Forest,0.2
Spez_071_TG,Urban,0.016853932584269662
Spez_071_TG,Agriculture,0.33707865168539325
Spez_071_TG,Forest,0.6460674157303371
Spez_072_TG,Urban,0.07234042553191489
Spez_072_TG,Agriculture,0.7978723404255319
Spez_072_TG,Forest,0.12978723404255318
Spez_073_TG,Urban,0.06143344709897611
Spez_073_TG,Agriculture,0.44141069397042093
Spez_073_TG,Forest,0.49715585893060293
Spez_074_TI,Urban,0.02516949939630352
Spez_074_TI,Agriculture,0.045509426952725925
Spez_074_TI,Forest,0.9293210736509706
Spez_075_TI,Urban,0.1992818671454219
Spez_075_TI,Agriculture,0.20466786355475763
Spez_075_TI,Forest,0.5960502692998204
Spez_076_TI,Urban,0.2028301886792453
Spez_076_TI,Agriculture,0.5015723270440252
Spez_076_TI,Forest,0.29559748427672955
Spez_077_TI,Urban,0.40522875816993464
Spez_077_TI,Agriculture,0.4019607843137255
Spez_077_TI,Forest,0.19281045751633988
Spez_078_UR,Urban,0.42857142857142855
Spez_078_UR,Agriculture,0.54421768707483
Spez_078_UR,Forest,0.027210884353741496
Spez_079_UR,Urban,0.008241758241758242
Spez_079_UR,Agriculture,0.3269230769230769
Spez_079_UR,Forest,0.6648351648351648
Spez_080_VD,Urban,0.1036036036036036
Spez_080_VD,Agriculture,0.6891891891891891
Spez_080_VD,Forest,0.2072072072072072
Spez_081_VD,Urban,0.0847457627118644
Spez_081_VD,Agriculture,0.7764830508474576
Spez_081_VD,Forest,0.13877118644067796
Spez_082_VD,Urban,0.030303030303030304
Spez_082_VD,Agriculture,0.706060606060606
Spez_082_VD,Forest,0.2636363636363636
Spez_083_VD,Urban,0.07012622720897616
Spez_083_VD,Agriculture,0.4067321178120617
Spez_083_VD,Forest,0.5231416549789621
Spez_084_VD,Urban,0.10762331838565023
Spez_084_VD,Agriculture,0.7869955156950673
Spez_084_VD,Forest,0.10538116591928251
Spez_085_VD,Urban,0.1705374917053749
Spez_085_VD,Agriculture,0.6343729263437292
Spez_085_VD,Forest,0.19508958195089582
Spez_086_VD,Urban,0.25895316804407714
Spez_086_VD,Agriculture,0.6556473829201102
Spez_086_VD,Forest,0.08539944903581267
Spez_087_VD,Urban,0.045454545454545456
Spez_087_VD,Agriculture,0.6538461538461539
Spez_087_VD,Forest,0.3006993006993007
Spez_088_VS,Urban,0.3242009132420091
Spez_088_VS,Agriculture,0.4764079147640791
Spez_088_VS,Forest,0.1993911719939117
Spez_089_VS,Urban,0.0945945945945946
Spez_089_VS,Agriculture,0.30405405405405406
Spez_089_VS,Forest,0.6013513513513513
Spez_090_VS,Urban,0.18565400843881857
Spez_090_VS,Agriculture,0.4388185654008439
Spez_090_VS,Forest,0.3755274261603376
Spez_091_VS,Urban,0.30133333333333334
Spez_091_VS,Agriculture,0.3253333333333333
Spez_091_VS,Forest,0.37333333333333335
Spez_092_VS,Urban,0.07745664739884393
Spez_092_VS,Agriculture,0.27630057803468205
Spez_092_VS,Forest,0.6462427745664739
Spez_093_ZG,Urban,0.12117780294450736
Spez_093_ZG,Agriculture,0.6070215175537939
Spez_093_ZG,Forest,0.2718006795016987
Spez_094_ZG,Urban,0.06018518518518518
Spez_094_ZG,Agriculture,0.4861111111111111
Spez_094_ZG,Forest,0.4537037037037037
Spez_095_ZH,Urban,0.23338824821526633
Spez_095_ZH,Agriculture,0.5485996705107083
Spez_095_ZH,Forest,0.21801208127402527
Spez_096_ZH,Urban,0.07654320987654321
Spez_096_ZH,Agriculture,0.6098765432098765
Spez_096_ZH,Forest,0.3135802469135803
Spez_097_ZH,Urban,0.4419889502762431
Spez_097_ZH,Agriculture,0.30386740331491713
Spez_097_ZH,Forest,0.2541436464088398
Spez_098_ZH,Urban,0.1423841059602649
Spez_098_ZH,Agriculture,0.5165562913907285
Spez_098_ZH,Forest,0.34105960264900664
Spez_099_ZH,Urban,0.2363238512035011
Spez_099_ZH,Agriculture,0.5809628008752735
Spez_099_ZH,Forest,0.18271334792122537
Spez_100_ZH,Urban,0.1728395061728395
Spez_100_ZH,Agriculture,0.08024691358024691
Spez_100_ZH,Forest,0.7469135802469136
