layer,site_code,category,n,description
AS18_72,Spez_055_OW,46,61,Alpages favorables
AS18_72,Spez_055_OW,47,3,Alpages embroussaillés
AS18_72,Spez_055_OW,50,117,Forêt normale
AS18_72,Spez_055_OW,51,6,Bande de forêt
AS18_72,Spez_055_OW,54,5,Surfaces forestières dévastées
AS18_72,Spez_055_OW,55,25,Forêt clairsemée (sur surfaces agricoles)
AS18_72,Spez_055_OW,56,47,Forêt clairsemée (sur surfaces improductives)
AS18_72,Spez_055_OW,58,1,"Bosquets, haies"
AS18_72,Spez_055_OW,59,29,Groupes d'arbres (sur surfaces agricoles)
AS18_72,Spez_055_OW,62,1,Cours d’eau
AS18_72,Spez_055_OW,64,2,"Arbustes, broussailles"
AS18_72,Spez_055_OW,67,30,Zones humides
AS18_72,Spez_056_OW,3,2,Maisons individuelles et maisons de deux logements
AS18_72,Spez_056_OW,4,12,Terrains attenants aux maisons individuelles et aux maisons de deux logements
AS18_72,Spez_056_OW,11,3,Bâtiments agricoles
AS18_72,Spez_056_OW,12,7,Terrains attenants aux bâtiments agricoles
AS18_72,Spez_056_OW,17,10,"Routes, chemins"
AS18_72,Spez_056_OW,38,6,Arbres fruitiers de plein champ
AS18_72,Spez_056_OW,42,195,Prairies naturelles
AS18_72,Spez_056_OW,43,43,Pâturages locaux
AS18_72,Spez_056_OW,46,1,Alpages favorables
AS18_72,Spez_056_OW,50,174,Forêt normale
AS18_72,Spez_056_OW,51,7,Bande de forêt
AS18_72,Spez_056_OW,53,26,Coupes de bois
AS18_72,Spez_056_OW,54,1,Surfaces forestières dévastées
AS18_72,Spez_056_OW,55,1,Forêt clairsemée (sur surfaces agricoles)
AS18_72,Spez_056_OW,56,4,Forêt clairsemée (sur surfaces improductives)
AS18_72,Spez_056_OW,58,11,"Bosquets, haies"
AS18_72,Spez_056_OW,59,3,Groupes d'arbres (sur surfaces agricoles)
AS18_72,Spez_056_OW,62,3,Cours d’eau
AS18_72,Spez_056_OW,63,1,Ouvrages de protection contre les crues
AS18_72,Spez_057_SG,1,3,Bâtiments industriels et artisanaux
AS18_72,Spez_057_SG,2,5,Terrains attenants aux bâtiments industriels et artisanaux
AS18_72,Spez_057_SG,3,12,Maisons individuelles et maisons de deux logements
AS18_72,Spez_057_SG,4,27,Terrains attenants aux maisons individuelles et aux maisons de deux logements
AS18_72,Spez_057_SG,7,2,Immeubles résidentiels
AS18_72,Spez_057_SG,8,2,Terrains attenants aux immeubles résidentiels
AS18_72,Spez_057_SG,9,1,Bâtiments publics
AS18_72,Spez_057_SG,10,3,Terrains attenants aux bâtiments publics
AS18_72,Spez_057_SG,11,3,Bâtiments agricoles
AS18_72,Spez_057_SG,12,10,Terrains attenants aux bâtiments agricoles
AS18_72,Spez_057_SG,13,3,Bâtiments non déterminés
AS18_72,Spez_057_SG,14,3,Terrains attenants aux bâtiments non déterminés
AS18_72,Spez_057_SG,15,14,Autoroutes
AS18_72,Spez_057_SG,16,10,Bordures d'autoroutes
AS18_72,Spez_057_SG,17,29,"Routes, chemins"
AS18_72,Spez_057_SG,18,1,Bordures de routes
AS18_72,Spez_057_SG,25,1,Stations d'épuration des eaux usées
AS18_72,Spez_057_SG,31,1,Parcs publics
AS18_72,Spez_057_SG,32,2,Installations de sport
AS18_72,Spez_057_SG,34,3,Terrains de camping
AS18_72,Spez_057_SG,38,3,Arbres fruitiers de plein champ
AS18_72,Spez_057_SG,39,1,Vignobles
AS18_72,Spez_057_SG,41,188,Terres arables
AS18_72,Spez_057_SG,42,45,Prairies naturelles
AS18_72,Spez_057_SG,43,34,Pâturages locaux
AS18_72,Spez_057_SG,44,1,Prés et pâturages locaux embroussaillés
AS18_72,Spez_057_SG,50,2,Forêt normale
AS18_72,Spez_057_SG,51,3,Bande de forêt
AS18_72,Spez_057_SG,53,1,Coupes de bois
AS18_72,Spez_057_SG,58,7,"Bosquets, haies"
AS18_72,Spez_057_SG,60,3,Groupes d’arbres (sur surfaces improductives)
AS18_72,Spez_057_SG,61,8,Lacs
AS18_72,Spez_057_SG,62,4,Cours d’eau
AS18_72,Spez_057_SG,67,3,Zones humides
AS18_72,Spez_058_SG,2,5,Terrains attenants aux bâtiments industriels et artisanaux
AS18_72,Spez_058_SG,3,2,Maisons individuelles et maisons de deux logements
AS18_72,Spez_058_SG,4,6,Terrains attenants aux maisons individuelles et aux maisons de deux logements
AS18_72,Spez_058_SG,8,1,Terrains attenants aux immeubles résidentiels
AS18_72,Spez_058_SG,9,1,Bâtiments publics
AS18_72,Spez_058_SG,11,4,Bâtiments agricoles
AS18_72,Spez_058_SG,12,9,Terrains attenants aux bâtiments agricoles
AS18_72,Spez_058_SG,14,2,Terrains attenants aux bâtiments non déterminés
AS18_72,Spez_058_SG,17,25,"Routes, chemins"
AS18_72,Spez_058_SG,20,1,Aires ferroviaires stabilisées
AS18_72,Spez_058_SG,21,2,Bordures de voies ferrées
AS18_72,Spez_058_SG,29,1,Chantiers
AS18_72,Spez_058_SG,35,3,Jardins ouvriers
AS18_72,Spez_058_SG,38,10,Arbres fruitiers de plein champ
AS18_72,Spez_058_SG,40,9,Horticulture
AS18_72,Spez_058_SG,41,536,Terres arables
AS18_72,Spez_058_SG,42,159,Prairies naturelles
AS18_72,Spez_058_SG,43,112,Pâturages locaux
AS18_72,Spez_058_SG,50,2,Forêt normale
AS18_72,Spez_058_SG,51,3,Bande de forêt
AS18_72,Spez_058_SG,56,1,Forêt clairsemée (sur surfaces improductives)
AS18_72,Spez_058_SG,58,20,"Bosquets, haies"
AS18_72,Spez_058_SG,59,2,Groupes d'arbres (sur surfaces agricoles)
AS18_72,Spez_058_SG,62,6,Cours d’eau
AS18_72,Spez_058_SG,67,58,Zones humides
AS18_72,Spez_059_SG,2,3,Terrains attenants aux bâtiments industriels et artisanaux
AS18_72,Spez_059_SG,3,1,Maisons individuelles et maisons de deux logements
AS18_72,Spez_059_SG,4,9,Terrains attenants aux maisons individuelles et aux maisons de deux logements
AS18_72,Spez_059_SG,7,3,Immeubles résidentiels
AS18_72,Spez_059_SG,8,4,Terrains attenants aux immeubles résidentiels
AS18_72,Spez_059_SG,11,2,Bâtiments agricoles
AS18_72,Spez_059_SG,12,5,Terrains attenants aux bâtiments agricoles
AS18_72,Spez_059_SG,14,1,Terrains attenants aux bâtiments non déterminés
AS18_72,Spez_059_SG,17,15,"Routes, chemins"
AS18_72,Spez_059_SG,18,6,Bordures de routes
AS18_72,Spez_059_SG,32,1,Installations de sport
AS18_72,Spez_059_SG,38,7,Arbres fruitiers de plein champ
AS18_72,Spez_059_SG,40,2,Horticulture
AS18_72,Spez_059_SG,41,43,Terres arables
AS18_72,Spez_059_SG,42,127,Prairies naturelles
AS18_72,Spez_059_SG,43,38,Pâturages locaux
AS18_72,Spez_059_SG,50,58,Forêt normale
AS18_72,Spez_059_SG,51,4,Bande de forêt
AS18_72,Spez_059_SG,53,5,Coupes de bois
AS18_72,Spez_059_SG,56,3,Forêt clairsemée (sur surfaces improductives)
AS18_72,Spez_059_SG,58,1,"Bosquets, haies"
AS18_72,Spez_059_SG,59,2,Groupes d'arbres (sur surfaces agricoles)
AS18_72,Spez_059_SG,67,2,Zones humides
AS18_72,Spez_060_SG,2,4,Terrains attenants aux bâtiments industriels et artisanaux
AS18_72,Spez_060_SG,3,6,Maisons individuelles et maisons de deux logements
AS18_72,Spez_060_SG,4,32,Terrains attenants aux maisons individuelles et aux maisons de deux logements
AS18_72,Spez_060_SG,8,2,Terrains attenants aux immeubles résidentiels
AS18_72,Spez_060_SG,10,2,Terrains attenants aux bâtiments publics
AS18_72,Spez_060_SG,11,12,Bâtiments agricoles
AS18_72,Spez_060_SG,12,12,Terrains attenants aux bâtiments agricoles
AS18_72,Spez_060_SG,14,1,Terrains attenants aux bâtiments non déterminés
AS18_72,Spez_060_SG,17,10,"Routes, chemins"
AS18_72,Spez_060_SG,19,1,Aires de parc de stationnement
AS18_72,Spez_060_SG,24,1,Installations d'approvisionnement en énergie
AS18_72,Spez_060_SG,29,1,Chantiers
AS18_72,Spez_060_SG,31,1,Parcs publics
AS18_72,Spez_060_SG,32,1,Installations de sport
AS18_72,Spez_060_SG,38,15,Arbres fruitiers de plein champ
AS18_72,Spez_060_SG,41,13,Terres arables
AS18_72,Spez_060_SG,42,487,Prairies naturelles
AS18_72,Spez_060_SG,43,123,Pâturages locaux
AS18_72,Spez_060_SG,45,4,Alpages fauchés
AS18_72,Spez_060_SG,46,124,Alpages favorables
AS18_72,Spez_060_SG,47,3,Alpages embroussaillés
AS18_72,Spez_060_SG,48,2,Alpages rocailleux
AS18_72,Spez_060_SG,50,350,Forêt normale
AS18_72,Spez_060_SG,51,18,Bande de forêt
AS18_72,Spez_060_SG,53,42,Coupes de bois
AS18_72,Spez_060_SG,54,37,Surfaces forestières dévastées
AS18_72,Spez_060_SG,55,13,Forêt clairsemée (sur surfaces agricoles)
AS18_72,Spez_060_SG,56,51,Forêt clairsemée (sur surfaces improductives)
AS18_72,Spez_060_SG,57,1,Forêt buissonnante
AS18_72,Spez_060_SG,58,18,"Bosquets, haies"
AS18_72,Spez_060_SG,59,36,Groupes d'arbres (sur surfaces agricoles)
AS18_72,Spez_060_SG,60,9,Groupes d’arbres (sur surfaces improductives)
AS18_72,Spez_060_SG,62,6,Cours d’eau
AS18_72,Spez_060_SG,64,15,"Arbustes, broussailles"
AS18_72,Spez_060_SG,65,17,Végétation herbacée improductive
AS18_72,Spez_060_SG,67,23,Zones humides
AS18_72,Spez_060_SG,69,6,Rochers
AS18_72,Spez_060_SG,70,3,"Eboulis, sable"
AS18_72,Spez_060_SG,71,1,Interventions dans le paysage
AS18_72,Spez_061_SG,11,1,Bâtiments agricoles
AS18_72,Spez_061_SG,12,4,Terrains attenants aux bâtiments agricoles
AS18_72,Spez_061_SG,17,1,"Routes, chemins"
AS18_72,Spez_061_SG,37,8,Plantations fruitières
AS18_72,Spez_061_SG,38,5,Arbres fruitiers de plein champ
AS18_72,Spez_061_SG,41,10,Terres arables
AS18_72,Spez_061_SG,42,34,Prairies naturelles
AS18_72,Spez_061_SG,43,7,Pâturages locaux
AS18_72,Spez_061_SG,50,11,Forêt normale
AS18_72,Spez_061_SG,62,1,Cours d’eau
AS18_72,Spez_062_SH,1,3,Bâtiments industriels et artisanaux
AS18_72,Spez_062_SH,3,4,Maisons individuelles et maisons de deux logements
AS18_72,Spez_062_SH,4,20,Terrains attenants aux maisons individuelles et aux maisons de deux logements
AS18_72,Spez_062_SH,5,1,Maisons alignées et en terrasses
AS18_72,Spez_062_SH,6,1,Terrains attenants aux maisons alignées et en terrasses
AS18_72,Spez_062_SH,7,2,Immeubles résidentiels
AS18_72,Spez_062_SH,8,4,Terrains attenants aux immeubles résidentiels
AS18_72,Spez_062_SH,9,1,Bâtiments publics
AS18_72,Spez_062_SH,11,5,Bâtiments agricoles
AS18_72,Spez_062_SH,12,9,Terrains attenants aux bâtiments agricoles
AS18_72,Spez_062_SH,13,1,Bâtiments non déterminés
AS18_72,Spez_062_SH,14,1,Terrains attenants aux bâtiments non déterminés
AS18_72,Spez_062_SH,17,22,"Routes, chemins"
AS18_72,Spez_062_SH,18,2,Bordures de routes
AS18_72,Spez_062_SH,19,2,Aires de parc de stationnement
AS18_72,Spez_062_SH,23,2,Aérodromes (surfaces gazonnées)
AS18_72,Spez_062_SH,29,2,Chantiers
AS18_72,Spez_062_SH,32,3,Installations de sport
AS18_72,Spez_062_SH,35,1,Jardins ouvriers
AS18_72,Spez_062_SH,38,6,Arbres fruitiers de plein champ
AS18_72,Spez_062_SH,39,19,Vignobles
AS18_72,Spez_062_SH,41,491,Terres arables
AS18_72,Spez_062_SH,42,92,Prairies naturelles
AS18_72,Spez_062_SH,43,9,Pâturages locaux
AS18_72,Spez_062_SH,50,185,Forêt normale
AS18_72,Spez_062_SH,53,5,Coupes de bois
AS18_72,Spez_062_SH,58,2,"Bosquets, haies"
AS18_72,Spez_062_SH,59,2,Groupes d'arbres (sur surfaces agricoles)
AS18_72,Spez_062_SH,62,4,Cours d’eau
AS18_72,Spez_062_SH,67,1,Zones humides
AS18_72,Spez_063_SH,17,1,"Routes, chemins"
AS18_72,Spez_063_SH,41,9,Terres arables
AS18_72,Spez_063_SH,42,10,Prairies naturelles
AS18_72,Spez_063_SH,43,3,Pâturages locaux
AS18_72,Spez_063_SH,50,137,Forêt normale
AS18_72,Spez_063_SH,53,8,Coupes de bois
AS18_72,Spez_063_SH,55,1,Forêt clairsemée (sur surfaces agricoles)
AS18_72,Spez_063_SH,56,2,Forêt clairsemée (sur surfaces improductives)
AS18_72,Spez_063_SH,62,2,Cours d’eau
AS18_72,Spez_064_SH,1,5,Bâtiments industriels et artisanaux
AS18_72,Spez_064_SH,2,5,Terrains attenants aux bâtiments industriels et artisanaux
AS18_72,Spez_064_SH,3,10,Maisons individuelles et maisons de deux logements
AS18_72,Spez_064_SH,4,37,Terrains attenants aux maisons individuelles et aux maisons de deux logements
AS18_72,Spez_064_SH,5,2,Maisons alignées et en terrasses
AS18_72,Spez_064_SH,6,3,Terrains attenants aux maisons alignées et en terrasses
AS18_72,Spez_064_SH,7,3,Immeubles résidentiels
AS18_72,Spez_064_SH,8,3,Terrains attenants aux immeubles résidentiels
AS18_72,Spez_064_SH,10,4,Terrains attenants aux bâtiments publics
AS18_72,Spez_064_SH,11,21,Bâtiments agricoles
AS18_72,Spez_064_SH,12,17,Terrains attenants aux bâtiments agricoles
AS18_72,Spez_064_SH,13,5,Bâtiments non déterminés
AS18_72,Spez_064_SH,14,3,Terrains attenants aux bâtiments non déterminés
AS18_72,Spez_064_SH,17,72,"Routes, chemins"
AS18_72,Spez_064_SH,18,3,Bordures de routes
AS18_72,Spez_064_SH,19,2,Aires de parc de stationnement
AS18_72,Spez_064_SH,27,3,Décharges
AS18_72,Spez_064_SH,28,1,Extraction de matériaux
AS18_72,Spez_064_SH,29,1,Chantiers
AS18_72,Spez_064_SH,30,3,Friches et bâtiments désaffectés
AS18_72,Spez_064_SH,31,2,Parcs publics
AS18_72,Spez_064_SH,32,4,Installations de sport
AS18_72,Spez_064_SH,35,1,Jardins ouvriers
AS18_72,Spez_064_SH,37,6,Plantations fruitières
AS18_72,Spez_064_SH,38,18,Arbres fruitiers de plein champ
AS18_72,Spez_064_SH,39,258,Vignobles
AS18_72,Spez_064_SH,40,4,Horticulture
AS18_72,Spez_064_SH,41,709,Terres arables
AS18_72,Spez_064_SH,42,198,Prairies naturelles
AS18_72,Spez_064_SH,43,63,Pâturages locaux
AS18_72,Spez_064_SH,50,1,Forêt normale
AS18_72,Spez_064_SH,51,4,Bande de forêt
AS18_72,Spez_064_SH,58,9,"Bosquets, haies"
AS18_72,Spez_064_SH,59,12,Groupes d'arbres (sur surfaces agricoles)
AS18_72,Spez_064_SH,62,6,Cours d’eau
AS18_72,Spez_064_SH,65,1,Végétation herbacée improductive
AS18_72,Spez_065_SO,2,1,Terrains attenants aux bâtiments industriels et artisanaux
AS18_72,Spez_065_SO,3,5,Maisons individuelles et maisons de deux logements
AS18_72,Spez_065_SO,4,29,Terrains attenants aux maisons individuelles et aux maisons de deux logements
AS18_72,Spez_065_SO,8,3,Terrains attenants aux immeubles résidentiels
AS18_72,Spez_065_SO,11,1,Bâtiments agricoles
AS18_72,Spez_065_SO,12,5,Terrains attenants aux bâtiments agricoles
AS18_72,Spez_065_SO,13,1,Bâtiments non déterminés
AS18_72,Spez_065_SO,14,2,Terrains attenants aux bâtiments non déterminés
AS18_72,Spez_065_SO,17,15,"Routes, chemins"
AS18_72,Spez_065_SO,19,1,Aires de parc de stationnement
AS18_72,Spez_065_SO,38,2,Arbres fruitiers de plein champ
AS18_72,Spez_065_SO,41,17,Terres arables
AS18_72,Spez_065_SO,42,41,Prairies naturelles
AS18_72,Spez_065_SO,43,40,Pâturages locaux
AS18_72,Spez_065_SO,46,25,Alpages favorables
AS18_72,Spez_065_SO,50,380,Forêt normale
AS18_72,Spez_065_SO,51,5,Bande de forêt
AS18_72,Spez_065_SO,53,13,Coupes de bois
AS18_72,Spez_065_SO,58,2,"Bosquets, haies"
AS18_72,Spez_065_SO,59,8,Groupes d'arbres (sur surfaces agricoles)
AS18_72,Spez_065_SO,64,1,"Arbustes, broussailles"
AS18_72,Spez_066_SO,3,7,Maisons individuelles et maisons de deux logements
AS18_72,Spez_066_SO,4,25,Terrains attenants aux maisons individuelles et aux maisons de deux logements
AS18_72,Spez_066_SO,8,4,Terrains attenants aux immeubles résidentiels
AS18_72,Spez_066_SO,9,1,Bâtiments publics
AS18_72,Spez_066_SO,10,1,Terrains attenants aux bâtiments publics
AS18_72,Spez_066_SO,11,2,Bâtiments agricoles
AS18_72,Spez_066_SO,12,15,Terrains attenants aux bâtiments agricoles
AS18_72,Spez_066_SO,13,1,Bâtiments non déterminés
AS18_72,Spez_066_SO,14,2,Terrains attenants aux bâtiments non déterminés
AS18_72,Spez_066_SO,17,30,"Routes, chemins"
AS18_72,Spez_066_SO,24,1,Installations d'approvisionnement en énergie
AS18_72,Spez_066_SO,32,1,Installations de sport
AS18_72,Spez_066_SO,33,45,Terrains de golf
AS18_72,Spez_066_SO,37,3,Plantations fruitières
AS18_72,Spez_066_SO,38,15,Arbres fruitiers de plein champ
AS18_72,Spez_066_SO,41,246,Terres arables
AS18_72,Spez_066_SO,42,145,Prairies naturelles
AS18_72,Spez_066_SO,43,94,Pâturages locaux
AS18_72,Spez_066_SO,50,333,Forêt normale
AS18_72,Spez_066_SO,51,7,Bande de forêt
AS18_72,Spez_066_SO,53,18,Coupes de bois
AS18_72,Spez_066_SO,58,16,"Bosquets, haies"
AS18_72,Spez_066_SO,59,11,Groupes d'arbres (sur surfaces agricoles)
AS18_72,Spez_066_SO,61,1,Lacs
AS18_72,Spez_067_SO,11,2,Bâtiments agricoles
AS18_72,Spez_067_SO,12,5,Terrains attenants aux bâtiments agricoles
AS18_72,Spez_067_SO,17,9,"Routes, chemins"
AS18_72,Spez_067_SO,18,2,Bordures de routes
AS18_72,Spez_067_SO,28,1,Extraction de matériaux
AS18_72,Spez_067_SO,41,2,Terres arables
AS18_72,Spez_067_SO,42,123,Prairies naturelles
AS18_72,Spez_067_SO,43,1,Pâturages locaux
AS18_72,Spez_067_SO,46,295,Alpages favorables
AS18_72,Spez_067_SO,47,4,Alpages embroussaillés
AS18_72,Spez_067_SO,48,1,Alpages rocailleux
AS18_72,Spez_067_SO,50,299,Forêt normale
AS18_72,Spez_067_SO,51,9,Bande de forêt
AS18_72,Spez_067_SO,53,8,Coupes de bois
AS18_72,Spez_067_SO,55,3,Forêt clairsemée (sur surfaces agricoles)
AS18_72,Spez_067_SO,56,2,Forêt clairsemée (sur surfaces improductives)
AS18_72,Spez_067_SO,58,6,"Bosquets, haies"
AS18_72,Spez_067_SO,59,8,Groupes d'arbres (sur surfaces agricoles)
AS18_72,Spez_068_SZ,1,4,Bâtiments industriels et artisanaux
AS18_72,Spez_068_SZ,2,6,Terrains attenants aux bâtiments industriels et artisanaux
AS18_72,Spez_068_SZ,3,1,Maisons individuelles et maisons de deux logements
AS18_72,Spez_068_SZ,4,4,Terrains attenants aux maisons individuelles et aux maisons de deux logements
AS18_72,Spez_068_SZ,5,1,Maisons alignées et en terrasses
AS18_72,Spez_068_SZ,7,1,Immeubles résidentiels
AS18_72,Spez_068_SZ,8,1,Terrains attenants aux immeubles résidentiels
AS18_72,Spez_068_SZ,10,1,Terrains attenants aux bâtiments publics
AS18_72,Spez_068_SZ,11,5,Bâtiments agricoles
AS18_72,Spez_068_SZ,12,5,Terrains attenants aux bâtiments agricoles
AS18_72,Spez_068_SZ,14,1,Terrains attenants aux bâtiments non déterminés
AS18_72,Spez_068_SZ,17,6,"Routes, chemins"
AS18_72,Spez_068_SZ,18,1,Bordures de routes
AS18_72,Spez_068_SZ,19,1,Aires de parc de stationnement
AS18_72,Spez_068_SZ,20,1,Aires ferroviaires stabilisées
AS18_72,Spez_068_SZ,21,1,Bordures de voies ferrées
AS18_72,Spez_068_SZ,24,1,Installations d'approvisionnement en énergie
AS18_72,Spez_068_SZ,38,1,Arbres fruitiers de plein champ
AS18_72,Spez_068_SZ,40,2,Horticulture
AS18_72,Spez_068_SZ,41,9,Terres arables
AS18_72,Spez_068_SZ,42,159,Prairies naturelles
AS18_72,Spez_068_SZ,43,20,Pâturages locaux
AS18_72,Spez_068_SZ,46,2,Alpages favorables
AS18_72,Spez_068_SZ,50,101,Forêt normale
AS18_72,Spez_068_SZ,51,2,Bande de forêt
AS18_72,Spez_068_SZ,53,5,Coupes de bois
AS18_72,Spez_068_SZ,56,10,Forêt clairsemée (sur surfaces improductives)
AS18_72,Spez_068_SZ,58,5,"Bosquets, haies"
AS18_72,Spez_068_SZ,59,1,Groupes d'arbres (sur surfaces agricoles)
AS18_72,Spez_068_SZ,62,1,Cours d’eau
AS18_72,Spez_069_SZ,4,1,Terrains attenants aux maisons individuelles et aux maisons de deux logements
AS18_72,Spez_069_SZ,17,1,"Routes, chemins"
AS18_72,Spez_069_SZ,42,9,Prairies naturelles
AS18_72,Spez_069_SZ,45,2,Alpages fauchés
AS18_72,Spez_069_SZ,46,41,Alpages favorables
AS18_72,Spez_069_SZ,48,1,Alpages rocailleux
AS18_72,Spez_069_SZ,50,31,Forêt normale
AS18_72,Spez_069_SZ,51,2,Bande de forêt
AS18_72,Spez_069_SZ,53,15,Coupes de bois
AS18_72,Spez_069_SZ,54,1,Surfaces forestières dévastées
AS18_72,Spez_069_SZ,55,6,Forêt clairsemée (sur surfaces agricoles)
AS18_72,Spez_069_SZ,56,3,Forêt clairsemée (sur surfaces improductives)
AS18_72,Spez_069_SZ,57,1,Forêt buissonnante
AS18_72,Spez_069_SZ,58,1,"Bosquets, haies"
AS18_72,Spez_069_SZ,59,9,Groupes d'arbres (sur surfaces agricoles)
AS18_72,Spez_069_SZ,62,1,Cours d’eau
AS18_72,Spez_069_SZ,65,5,Végétation herbacée improductive
AS18_72,Spez_069_SZ,69,2,Rochers
AS18_72,Spez_069_SZ,70,1,"Eboulis, sable"
AS18_72,Spez_070_TG,4,1,Terrains attenants aux maisons individuelles et aux maisons de deux logements
AS18_72,Spez_070_TG,12,2,Terrains attenants aux bâtiments agricoles
AS18_72,Spez_070_TG,13,1,Bâtiments non déterminés
AS18_72,Spez_070_TG,17,8,"Routes, chemins"
AS18_72,Spez_070_TG,21,1,Bordures de voies ferrées
AS18_72,Spez_070_TG,32,1,Installations de sport
AS18_72,Spez_070_TG,37,35,Plantations fruitières
AS18_72,Spez_070_TG,38,11,Arbres fruitiers de plein champ
AS18_72,Spez_070_TG,40,7,Horticulture
AS18_72,Spez_070_TG,41,65,Terres arables
AS18_72,Spez_070_TG,42,23,Prairies naturelles
AS18_72,Spez_070_TG,43,5,Pâturages locaux
AS18_72,Spez_070_TG,50,36,Forêt normale
AS18_72,Spez_070_TG,51,1,Bande de forêt
AS18_72,Spez_070_TG,58,2,"Bosquets, haies"
AS18_72,Spez_070_TG,59,1,Groupes d'arbres (sur surfaces agricoles)
AS18_72,Spez_071_TG,17,2,"Routes, chemins"
AS18_72,Spez_071_TG,20,1,Aires ferroviaires stabilisées
AS18_72,Spez_071_TG,37,7,Plantations fruitières
AS18_72,Spez_071_TG,38,1,Arbres fruitiers de plein champ
AS18_72,Spez_071_TG,41,28,Terres arables
AS18_72,Spez_071_TG,42,17,Prairies naturelles
AS18_72,Spez_071_TG,43,7,Pâturages locaux
AS18_72,Spez_071_TG,50,108,Forêt normale
AS18_72,Spez_071_TG,53,6,Coupes de bois
AS18_72,Spez_071_TG,58,1,"Bosquets, haies"
AS18_72,Spez_072_TG,1,1,Bâtiments industriels et artisanaux
AS18_72,Spez_072_TG,4,5,Terrains attenants aux maisons individuelles et aux maisons de deux logements
AS18_72,Spez_072_TG,11,2,Bâtiments agricoles
AS18_72,Spez_072_TG,12,10,Terrains attenants aux bâtiments agricoles
AS18_72,Spez_072_TG,13,1,Bâtiments non déterminés
AS18_72,Spez_072_TG,17,11,"Routes, chemins"
AS18_72,Spez_072_TG,19,1,Aires de parc de stationnement
AS18_72,Spez_072_TG,21,2,Bordures de voies ferrées
AS18_72,Spez_072_TG,26,1,Autres installations d'approvisionnement et d'élimination
AS18_72,Spez_072_TG,37,3,Plantations fruitières
AS18_72,Spez_072_TG,38,20,Arbres fruitiers de plein champ
AS18_72,Spez_072_TG,39,1,Vignobles
AS18_72,Spez_072_TG,41,216,Terres arables
AS18_72,Spez_072_TG,42,82,Prairies naturelles
AS18_72,Spez_072_TG,43,53,Pâturages locaux
AS18_72,Spez_072_TG,50,50,Forêt normale
AS18_72,Spez_072_TG,51,3,Bande de forêt
