layer,site_code,category,n,description
AS18_17,CH_012_OW,12,359,Autres surfaces boisées
AS18_17,CH_012_OW,13,737,Lacs
AS18_17,CH_012_OW,14,107,Cours d’eau
AS18_17,CH_012_OW,15,382,Végétation improductive
AS18_17,CH_012_OW,16,103,Surfaces sans végétation
AS18_17,CH_014_LU,1,119,Aires industrielles et artisanales
AS18_17,CH_014_LU,2,1539,Aires de bâtiments
AS18_17,CH_014_LU,3,589,Surfaces de transport
AS18_17,CH_014_LU,4,83,Surfaces d’infrastructure spéciale
AS18_17,CH_014_LU,5,254,Espaces verts et lieux de détente
AS18_17,CH_014_LU,6,147,"Arboriculture fruitière, viticulture, horticulture"
AS18_17,CH_014_LU,7,118,Terres arables
AS18_17,CH_014_LU,8,1885,"Prairies naturelles, pâturages locaux"
AS18_17,CH_014_LU,9,121,Alpages
AS18_17,CH_014_LU,10,2090,Forêt (sans forêt buissonnante)
AS18_17,CH_014_LU,11,12,Forêt buissonnante
AS18_17,CH_014_LU,12,162,Autres surfaces boisées
AS18_17,CH_014_LU,13,3436,Lacs
AS18_17,CH_014_LU,14,37,Cours d’eau
AS18_17,CH_014_LU,15,88,Végétation improductive
AS18_17,CH_014_LU,16,54,Surfaces sans végétation
AS18_17,CH_015_VS,1,23,Aires industrielles et artisanales
AS18_17,CH_015_VS,2,375,Aires de bâtiments
AS18_17,CH_015_VS,3,277,Surfaces de transport
AS18_17,CH_015_VS,4,47,Surfaces d’infrastructure spéciale
AS18_17,CH_015_VS,5,40,Espaces verts et lieux de détente
AS18_17,CH_015_VS,6,24,"Arboriculture fruitière, viticulture, horticulture"
AS18_17,CH_015_VS,7,28,Terres arables
AS18_17,CH_015_VS,8,813,"Prairies naturelles, pâturages locaux"
AS18_17,CH_015_VS,9,2463,Alpages
AS18_17,CH_015_VS,10,4566,Forêt (sans forêt buissonnante)
AS18_17,CH_015_VS,11,282,Forêt buissonnante
AS18_17,CH_015_VS,12,758,Autres surfaces boisées
AS18_17,CH_015_VS,13,31,Lacs
AS18_17,CH_015_VS,14,167,Cours d’eau
AS18_17,CH_015_VS,15,1393,Végétation improductive
AS18_17,CH_015_VS,16,1101,Surfaces sans végétation
AS18_17,CH_015_VS,17,9,"Glaciers, névés"
AS18_17,CH_016_VS,1,16,Aires industrielles et artisanales
AS18_17,CH_016_VS,2,171,Aires de bâtiments
AS18_17,CH_016_VS,3,165,Surfaces de transport
AS18_17,CH_016_VS,4,28,Surfaces d’infrastructure spéciale
AS18_17,CH_016_VS,5,11,Espaces verts et lieux de détente
AS18_17,CH_016_VS,6,107,"Arboriculture fruitière, viticulture, horticulture"
AS18_17,CH_016_VS,7,4,Terres arables
AS18_17,CH_016_VS,8,975,"Prairies naturelles, pâturages locaux"
AS18_17,CH_016_VS,9,977,Alpages
AS18_17,CH_016_VS,10,4249,Forêt (sans forêt buissonnante)
AS18_17,CH_016_VS,11,32,Forêt buissonnante
AS18_17,CH_016_VS,12,619,Autres surfaces boisées
AS18_17,CH_016_VS,13,5,Lacs
AS18_17,CH_016_VS,14,57,Cours d’eau
AS18_17,CH_016_VS,15,976,Végétation improductive
AS18_17,CH_016_VS,16,775,Surfaces sans végétation
AS18_17,CH_017_VS,1,114,Aires industrielles et artisanales
AS18_17,CH_017_VS,2,1178,Aires de bâtiments
AS18_17,CH_017_VS,3,714,Surfaces de transport
AS18_17,CH_017_VS,4,189,Surfaces d’infrastructure spéciale
AS18_17,CH_017_VS,5,178,Espaces verts et lieux de détente
AS18_17,CH_017_VS,6,1190,"Arboriculture fruitière, viticulture, horticulture"
AS18_17,CH_017_VS,7,141,Terres arables
AS18_17,CH_017_VS,8,1611,"Prairies naturelles, pâturages locaux"
AS18_17,CH_017_VS,9,1071,Alpages
AS18_17,CH_017_VS,10,6312,Forêt (sans forêt buissonnante)
AS18_17,CH_017_VS,11,114,Forêt buissonnante
AS18_17,CH_017_VS,12,740,Autres surfaces boisées
AS18_17,CH_017_VS,13,32,Lacs
AS18_17,CH_017_VS,14,170,Cours d’eau
AS18_17,CH_017_VS,15,884,Végétation improductive
AS18_17,CH_017_VS,16,407,Surfaces sans végétation
AS18_17,CH_018_VS,1,26,Aires industrielles et artisanales
AS18_17,CH_018_VS,2,305,Aires de bâtiments
AS18_17,CH_018_VS,3,246,Surfaces de transport
AS18_17,CH_018_VS,4,45,Surfaces d’infrastructure spéciale
AS18_17,CH_018_VS,5,13,Espaces verts et lieux de détente
AS18_17,CH_018_VS,6,148,"Arboriculture fruitière, viticulture, horticulture"
AS18_17,CH_018_VS,7,70,Terres arables
AS18_17,CH_018_VS,8,922,"Prairies naturelles, pâturages locaux"
AS18_17,CH_018_VS,9,474,Alpages
AS18_17,CH_018_VS,10,6050,Forêt (sans forêt buissonnante)
AS18_17,CH_018_VS,11,359,Forêt buissonnante
AS18_17,CH_018_VS,12,415,Autres surfaces boisées
AS18_17,CH_018_VS,13,12,Lacs
AS18_17,CH_018_VS,14,77,Cours d’eau
AS18_17,CH_018_VS,15,1284,Végétation improductive
AS18_17,CH_018_VS,16,1468,Surfaces sans végétation
AS18_17,CH_018_VS,17,26,"Glaciers, névés"
AS18_17,CH_020_VD,1,209,Aires industrielles et artisanales
AS18_17,CH_020_VD,2,672,Aires de bâtiments
AS18_17,CH_020_VD,3,427,Surfaces de transport
AS18_17,CH_020_VD,4,59,Surfaces d’infrastructure spéciale
AS18_17,CH_020_VD,5,76,Espaces verts et lieux de détente
AS18_17,CH_020_VD,6,227,"Arboriculture fruitière, viticulture, horticulture"
AS18_17,CH_020_VD,7,4546,Terres arables
AS18_17,CH_020_VD,8,640,"Prairies naturelles, pâturages locaux"
AS18_17,CH_020_VD,10,1023,Forêt (sans forêt buissonnante)
AS18_17,CH_020_VD,12,113,Autres surfaces boisées
AS18_17,CH_020_VD,13,2,Lacs
AS18_17,CH_020_VD,14,23,Cours d’eau
AS18_17,CH_020_VD,15,15,Végétation improductive
AS18_17,CH_020_VD,16,8,Surfaces sans végétation
AS18_17,CH_021_VD,1,48,Aires industrielles et artisanales
AS18_17,CH_021_VD,2,102,Aires de bâtiments
AS18_17,CH_021_VD,3,81,Surfaces de transport
AS18_17,CH_021_VD,4,7,Surfaces d’infrastructure spéciale
AS18_17,CH_021_VD,5,21,Espaces verts et lieux de détente
AS18_17,CH_021_VD,6,17,"Arboriculture fruitière, viticulture, horticulture"
AS18_17,CH_021_VD,7,494,Terres arables
AS18_17,CH_021_VD,8,51,"Prairies naturelles, pâturages locaux"
AS18_17,CH_021_VD,10,18,Forêt (sans forêt buissonnante)
AS18_17,CH_021_VD,12,22,Autres surfaces boisées
AS18_17,CH_021_VD,14,73,Cours d’eau
AS18_17,CH_022_VD,1,68,Aires industrielles et artisanales
AS18_17,CH_022_VD,2,177,Aires de bâtiments
AS18_17,CH_022_VD,3,143,Surfaces de transport
AS18_17,CH_022_VD,4,24,Surfaces d’infrastructure spéciale
AS18_17,CH_022_VD,5,25,Espaces verts et lieux de détente
AS18_17,CH_022_VD,6,15,"Arboriculture fruitière, viticulture, horticulture"
AS18_17,CH_022_VD,7,1198,Terres arables
AS18_17,CH_022_VD,8,143,"Prairies naturelles, pâturages locaux"
AS18_17,CH_022_VD,10,125,Forêt (sans forêt buissonnante)
AS18_17,CH_022_VD,12,20,Autres surfaces boisées
AS18_17,CH_022_VD,13,2,Lacs
AS18_17,CH_022_VD,14,58,Cours d’eau
AS18_17,CH_022_VD,15,11,Végétation improductive
AS18_17,CH_022_VD,16,4,Surfaces sans végétation
AS18_17,CH_023_SG,1,40,Aires industrielles et artisanales
AS18_17,CH_023_SG,2,533,Aires de bâtiments
AS18_17,CH_023_SG,3,206,Surfaces de transport
AS18_17,CH_023_SG,4,18,Surfaces d’infrastructure spéciale
AS18_17,CH_023_SG,5,64,Espaces verts et lieux de détente
AS18_17,CH_023_SG,6,83,"Arboriculture fruitière, viticulture, horticulture"
AS18_17,CH_023_SG,7,63,Terres arables
AS18_17,CH_023_SG,8,623,"Prairies naturelles, pâturages locaux"
AS18_17,CH_023_SG,10,493,Forêt (sans forêt buissonnante)
AS18_17,CH_023_SG,12,37,Autres surfaces boisées
AS18_17,CH_023_SG,13,8,Lacs
AS18_17,CH_023_SG,14,8,Cours d’eau
AS18_17,CH_023_SG,15,10,Végétation improductive
AS18_17,CH_025_SG,1,119,Aires industrielles et artisanales
AS18_17,CH_025_SG,2,781,Aires de bâtiments
AS18_17,CH_025_SG,3,369,Surfaces de transport
AS18_17,CH_025_SG,4,80,Surfaces d’infrastructure spéciale
AS18_17,CH_025_SG,5,96,Espaces verts et lieux de détente
AS18_17,CH_025_SG,6,91,"Arboriculture fruitière, viticulture, horticulture"
AS18_17,CH_025_SG,7,21,Terres arables
AS18_17,CH_025_SG,8,3200,"Prairies naturelles, pâturages locaux"
AS18_17,CH_025_SG,10,1959,Forêt (sans forêt buissonnante)
AS18_17,CH_025_SG,12,138,Autres surfaces boisées
AS18_17,CH_025_SG,13,18,Lacs
AS18_17,CH_025_SG,14,77,Cours d’eau
AS18_17,CH_025_SG,15,25,Végétation improductive
AS18_17,CH_025_SG,16,4,Surfaces sans végétation
AS18_17,CH_026_SG,1,282,Aires industrielles et artisanales
AS18_17,CH_026_SG,2,1264,Aires de bâtiments
AS18_17,CH_026_SG,3,636,Surfaces de transport
AS18_17,CH_026_SG,4,85,Surfaces d’infrastructure spéciale
AS18_17,CH_026_SG,5,113,Espaces verts et lieux de détente
AS18_17,CH_026_SG,6,471,"Arboriculture fruitière, viticulture, horticulture"
AS18_17,CH_026_SG,7,979,Terres arables
AS18_17,CH_026_SG,8,6949,"Prairies naturelles, pâturages locaux"
AS18_17,CH_026_SG,10,3302,Forêt (sans forêt buissonnante)
AS18_17,CH_026_SG,12,226,Autres surfaces boisées
AS18_17,CH_026_SG,13,20,Lacs
AS18_17,CH_026_SG,14,114,Cours d’eau
AS18_17,CH_026_SG,15,74,Végétation improductive
AS18_17,CH_026_SG,16,4,Surfaces sans végétation
AS18_17,CH_027_SG,1,23,Aires industrielles et artisanales
AS18_17,CH_027_SG,2,196,Aires de bâtiments
AS18_17,CH_027_SG,3,133,Surfaces de transport
AS18_17,CH_027_SG,4,15,Surfaces d’infrastructure spéciale
AS18_17,CH_027_SG,5,7,Espaces verts et lieux de détente
AS18_17,CH_027_SG,6,39,"Arboriculture fruitière, viticulture, horticulture"
AS18_17,CH_027_SG,7,24,Terres arables
AS18_17,CH_027_SG,8,2871,"Prairies naturelles, pâturages locaux"
AS18_17,CH_027_SG,9,53,Alpages
AS18_17,CH_027_SG,10,2228,Forêt (sans forêt buissonnante)
AS18_17,CH_027_SG,12,137,Autres surfaces boisées
AS18_17,CH_027_SG,14,50,Cours d’eau
AS18_17,CH_027_SG,15,26,Végétation improductive
AS18_17,CH_027_SG,16,4,Surfaces sans végétation
AS18_17,CH_028_SG,1,120,Aires industrielles et artisanales
AS18_17,CH_028_SG,2,540,Aires de bâtiments
AS18_17,CH_028_SG,3,252,Surfaces de transport
AS18_17,CH_028_SG,4,32,Surfaces d’infrastructure spéciale
AS18_17,CH_028_SG,5,43,Espaces verts et lieux de détente
AS18_17,CH_028_SG,6,149,"Arboriculture fruitière, viticulture, horticulture"
AS18_17,CH_028_SG,7,192,Terres arables
AS18_17,CH_028_SG,8,2769,"Prairies naturelles, pâturages locaux"
AS18_17,CH_028_SG,10,1340,Forêt (sans forêt buissonnante)
AS18_17,CH_028_SG,12,91,Autres surfaces boisées
AS18_17,CH_028_SG,13,8,Lacs
AS18_17,CH_028_SG,14,39,Cours d’eau
AS18_17,CH_028_SG,15,32,Végétation improductive
AS18_17,CH_028_SG,16,3,Surfaces sans végétation
AS18_17,CH_032_AG,1,39,Aires industrielles et artisanales
AS18_17,CH_032_AG,2,314,Aires de bâtiments
AS18_17,CH_032_AG,3,107,Surfaces de transport
AS18_17,CH_032_AG,4,10,Surfaces d’infrastructure spéciale
AS18_17,CH_032_AG,5,21,Espaces verts et lieux de détente
AS18_17,CH_032_AG,6,50,"Arboriculture fruitière, viticulture, horticulture"
AS18_17,CH_032_AG,7,1137,Terres arables
AS18_17,CH_032_AG,8,491,"Prairies naturelles, pâturages locaux"
AS18_17,CH_032_AG,10,2053,Forêt (sans forêt buissonnante)
AS18_17,CH_032_AG,12,39,Autres surfaces boisées
AS18_17,CH_032_AG,13,2,Lacs
AS18_17,CH_032_AG,14,13,Cours d’eau
AS18_17,CH_032_AG,15,1,Végétation improductive
AS18_17,CH_033_AG,1,48,Aires industrielles et artisanales
AS18_17,CH_033_AG,2,367,Aires de bâtiments
AS18_17,CH_033_AG,3,169,Surfaces de transport
AS18_17,CH_033_AG,4,23,Surfaces d’infrastructure spéciale
AS18_17,CH_033_AG,5,21,Espaces verts et lieux de détente
AS18_17,CH_033_AG,6,103,"Arboriculture fruitière, viticulture, horticulture"
AS18_17,CH_033_AG,7,705,Terres arables
AS18_17,CH_033_AG,8,929,"Prairies naturelles, pâturages locaux"
AS18_17,CH_033_AG,10,1861,Forêt (sans forêt buissonnante)
AS18_17,CH_033_AG,12,86,Autres surfaces boisées
AS18_17,CH_033_AG,14,9,Cours d’eau
AS18_17,CH_033_AG,15,2,Végétation improductive
AS18_17,CH_034_AG,1,184,Aires industrielles et artisanales
AS18_17,CH_034_AG,2,562,Aires de bâtiments
AS18_17,CH_034_AG,3,286,Surfaces de transport
AS18_17,CH_034_AG,4,40,Surfaces d’infrastructure spéciale
AS18_17,CH_034_AG,5,50,Espaces verts et lieux de détente
AS18_17,CH_034_AG,6,63,"Arboriculture fruitière, viticulture, horticulture"
AS18_17,CH_034_AG,7,1333,Terres arables
AS18_17,CH_034_AG,8,423,"Prairies naturelles, pâturages locaux"
AS18_17,CH_034_AG,10,1254,Forêt (sans forêt buissonnante)
AS18_17,CH_034_AG,12,45,Autres surfaces boisées
AS18_17,CH_034_AG,14,10,Cours d’eau
AS18_17,CH_034_AG,15,1,Végétation improductive
AS18_17,CH_035_AG,1,34,Aires industrielles et artisanales
AS18_17,CH_035_AG,2,364,Aires de bâtiments
AS18_17,CH_035_AG,3,164,Surfaces de transport
AS18_17,CH_035_AG,4,19,Surfaces d’infrastructure spéciale
AS18_17,CH_035_AG,5,16,Espaces verts et lieux de détente
AS18_17,CH_035_AG,6,136,"Arboriculture fruitière, viticulture, horticulture"
AS18_17,CH_035_AG,7,1715,Terres arables
AS18_17,CH_035_AG,8,569,"Prairies naturelles, pâturages locaux"
AS18_17,CH_035_AG,10,1633,Forêt (sans forêt buissonnante)
AS18_17,CH_035_AG,12,76,Autres surfaces boisées
AS18_17,CH_035_AG,14,12,Cours d’eau
AS18_17,CH_036_AG,1,112,Aires industrielles et artisanales
AS18_17,CH_036_AG,2,503,Aires de bâtiments
AS18_17,CH_036_AG,3,367,Surfaces de transport
AS18_17,CH_036_AG,4,33,Surfaces d’infrastructure spéciale
AS18_17,CH_036_AG,5,51,Espaces verts et lieux de détente
AS18_17,CH_036_AG,6,320,"Arboriculture fruitière, viticulture, horticulture"
AS18_17,CH_036_AG,7,2609,Terres arables
AS18_17,CH_036_AG,8,1432,"Prairies naturelles, pâturages locaux"
AS18_17,CH_036_AG,10,2682,Forêt (sans forêt buissonnante)
AS18_17,CH_036_AG,12,193,Autres surfaces boisées
AS18_17,CH_036_AG,13,3,Lacs
AS18_17,CH_036_AG,14,28,Cours d’eau
AS18_17,CH_036_AG,15,4,Végétation improductive
AS18_17,CH_036_AG,16,1,Surfaces sans végétation
AS18_17,CH_039_AG,1,152,Aires industrielles et artisanales
AS18_17,CH_039_AG,2,706,Aires de bâtiments
AS18_17,CH_039_AG,3,352,Surfaces de transport
AS18_17,CH_039_AG,4,56,Surfaces d’infrastructure spéciale
AS18_17,CH_039_AG,5,73,Espaces verts et lieux de détente
AS18_17,CH_039_AG,6,79,"Arboriculture fruitière, viticulture, horticulture"
AS18_17,CH_039_AG,7,1162,Terres arables
AS18_17,CH_039_AG,8,811,"Prairies naturelles, pâturages locaux"
AS18_17,CH_039_AG,10,1929,Forêt (sans forêt buissonnante)
AS18_17,CH_039_AG,12,82,Autres surfaces boisées
AS18_17,CH_039_AG,14,23,Cours d’eau
AS18_17,CH_039_AG,15,10,Végétation improductive
AS18_17,CH_039_AG,16,3,Surfaces sans végétation
AS18_17,CH_040_ZH,1,263,Aires industrielles et artisanales
AS18_17,CH_040_ZH,2,3006,Aires de bâtiments
AS18_17,CH_040_ZH,3,1207,Surfaces de transport
AS18_17,CH_040_ZH,4,162,Surfaces d’infrastructure spéciale
AS18_17,CH_040_ZH,5,661,Espaces verts et lieux de détente
AS18_17,CH_040_ZH,6,101,"Arboriculture fruitière, viticulture, horticulture"
AS18_17,CH_040_ZH,7,267,Terres arables
AS18_17,CH_040_ZH,8,385,"Prairies naturelles, pâturages locaux"
AS18_17,CH_040_ZH,10,1823,Forêt (sans forêt buissonnante)
AS18_17,CH_040_ZH,12,85,Autres surfaces boisées
AS18_17,CH_040_ZH,13,756,Lacs
AS18_17,CH_040_ZH,14,135,Cours d’eau
AS18_17,CH_040_ZH,15,22,Végétation improductive
AS18_17,CH_040_ZH,16,3,Surfaces sans végétation
AS18_17,CH_041_ZH,1,102,Aires industrielles et artisanales
AS18_17,CH_041_ZH,2,526,Aires de bâtiments
AS18_17,CH_041_ZH,3,311,Surfaces de transport
AS18_17,CH_041_ZH,4,36,Surfaces d’infrastructure spéciale
AS18_17,CH_041_ZH,5,73,Espaces verts et lieux de détente
AS18_17,CH_041_ZH,6,108,"Arboriculture fruitière, viticulture, horticulture"
AS18_17,CH_041_ZH,7,1649,Terres arables
AS18_17,CH_041_ZH,8,683,"Prairies naturelles, pâturages locaux"
AS18_17,CH_041_ZH,10,1960,Forêt (sans forêt buissonnante)
AS18_17,CH_041_ZH,12,85,Autres surfaces boisées
AS18_17,CH_041_ZH,13,6,Lacs
AS18_17,CH_041_ZH,14,46,Cours d’eau
AS18_17,CH_041_ZH,15,18,Végétation improductive
AS18_17,CH_042_ZH,1,42,Aires industrielles et artisanales
AS18_17,CH_042_ZH,2,622,Aires de bâtiments
AS18_17,CH_042_ZH,3,258,Surfaces de transport
AS18_17,CH_042_ZH,4,23,Surfaces d’infrastructure spéciale
AS18_17,CH_042_ZH,5,210,Espaces verts et lieux de détente
AS18_17,CH_042_ZH,6,32,"Arboriculture fruitière, viticulture, horticulture"
AS18_17,CH_042_ZH,7,35,Terres arables
AS18_17,CH_042_ZH,8,363,"Prairies naturelles, pâturages locaux"
AS18_17,CH_042_ZH,10,867,Forêt (sans forêt buissonnante)
AS18_17,CH_042_ZH,12,61,Autres surfaces boisées
AS18_17,CH_042_ZH,13,4,Lacs
AS18_17,CH_042_ZH,14,45,Cours d’eau
AS18_17,CH_042_ZH,15,25,Végétation improductive
AS18_17,CH_042_ZH,16,3,Surfaces sans végétation
AS18_17,CH_043_ZH,1,142,Aires industrielles et artisanales
AS18_17,CH_043_ZH,2,748,Aires de bâtiments
AS18_17,CH_043_ZH,3,465,Surfaces de transport
AS18_17,CH_043_ZH,4,143,Surfaces d’infrastructure spéciale
AS18_17,CH_043_ZH,5,95,Espaces verts et lieux de détente
AS18_17,CH_043_ZH,6,118,"Arboriculture fruitière, viticulture, horticulture"
AS18_17,CH_043_ZH,7,2665,Terres arables
AS18_17,CH_043_ZH,8,707,"Prairies naturelles, pâturages locaux"
AS18_17,CH_043_ZH,10,1736,Forêt (sans forêt buissonnante)
AS18_17,CH_043_ZH,12,83,Autres surfaces boisées
AS18_17,CH_043_ZH,13,12,Lacs
AS18_17,CH_043_ZH,14,48,Cours d’eau
AS18_17,CH_043_ZH,15,153,Végétation improductive
AS18_17,CH_043_ZH,16,3,Surfaces sans végétation
AS18_17,CH_044_ZH,1,83,Aires industrielles et artisanales
AS18_17,CH_044_ZH,2,938,Aires de bâtiments
AS18_17,CH_044_ZH,3,399,Surfaces de transport
AS18_17,CH_044_ZH,4,37,Surfaces d’infrastructure spéciale
AS18_17,CH_044_ZH,5,108,Espaces verts et lieux de détente
AS18_17,CH_044_ZH,6,141,"Arboriculture fruitière, viticulture, horticulture"
AS18_17,CH_044_ZH,7,1448,Terres arables
AS18_17,CH_044_ZH,8,1134,"Prairies naturelles, pâturages locaux"
AS18_17,CH_044_ZH,10,1280,Forêt (sans forêt buissonnante)
AS18_17,CH_044_ZH,12,84,Autres surfaces boisées
AS18_17,CH_044_ZH,13,848,Lacs
AS18_17,CH_044_ZH,14,27,Cours d’eau
AS18_17,CH_044_ZH,15,245,Végétation improductive
AS18_17,CH_044_ZH,16,4,Surfaces sans végétation
AS18_17,CH_045_ZH,1,52,Aires industrielles et artisanales
AS18_17,CH_045_ZH,2,565,Aires de bâtiments
AS18_17,CH_045_ZH,3,243,Surfaces de transport
AS18_17,CH_045_ZH,4,34,Surfaces d’infrastructure spéciale
AS18_17,CH_045_ZH,5,53,Espaces verts et lieux de détente
AS18_17,CH_045_ZH,6,153,"Arboriculture fruitière, viticulture, horticulture"
AS18_17,CH_045_ZH,7,1136,Terres arables
AS18_17,CH_045_ZH,8,1571,"Prairies naturelles, pâturages locaux"
AS18_17,CH_045_ZH,10,692,Forêt (sans forêt buissonnante)
AS18_17,CH_045_ZH,12,87,Autres surfaces boisées
AS18_17,CH_045_ZH,13,1,Lacs
AS18_17,CH_045_ZH,14,13,Cours d’eau
AS18_17,CH_045_ZH,15,41,Végétation improductive
AS18_17,CH_045_ZH,16,2,Surfaces sans végétation
AS18_17,CH_046_ZH,1,114,Aires industrielles et artisanales
AS18_17,CH_046_ZH,2,687,Aires de bâtiments
AS18_17,CH_046_ZH,3,268,Surfaces de transport
AS18_17,CH_046_ZH,4,24,Surfaces d’infrastructure spéciale
AS18_17,CH_046_ZH,5,58,Espaces verts et lieux de détente
AS18_17,CH_046_ZH,6,71,"Arboriculture fruitière, viticulture, horticulture"
AS18_17,CH_046_ZH,7,590,Terres arables
AS18_17,CH_046_ZH,8,625,"Prairies naturelles, pâturages locaux"
AS18_17,CH_046_ZH,10,532,Forêt (sans forêt buissonnante)
AS18_17,CH_046_ZH,12,40,Autres surfaces boisées
AS18_17,CH_046_ZH,13,312,Lacs
AS18_17,CH_046_ZH,14,29,Cours d’eau
AS18_17,CH_046_ZH,15,283,Végétation improductive
AS18_17,CH_046_ZH,16,2,Surfaces sans végétation
AS18_17,CH_047_ZH,1,49,Aires industrielles et artisanales
AS18_17,CH_047_ZH,2,508,Aires de bâtiments
AS18_17,CH_047_ZH,3,266,Surfaces de transport
AS18_17,CH_047_ZH,4,20,Surfaces d’infrastructure spéciale
AS18_17,CH_047_ZH,5,45,Espaces verts et lieux de détente
AS18_17,CH_047_ZH,6,70,"Arboriculture fruitière, viticulture, horticulture"
AS18_17,CH_047_ZH,7,999,Terres arables
AS18_17,CH_047_ZH,8,630,"Prairies naturelles, pâturages locaux"
AS18_17,CH_047_ZH,10,1411,Forêt (sans forêt buissonnante)
AS18_17,CH_047_ZH,12,59,Autres surfaces boisées
AS18_17,CH_047_ZH,13,1,Lacs
AS18_17,CH_047_ZH,14,22,Cours d’eau
AS18_17,CH_047_ZH,15,28,Végétation improductive
AS18_17,CH_048_ZH,1,74,Aires industrielles et artisanales
AS18_17,CH_048_ZH,2,662,Aires de bâtiments
AS18_17,CH_048_ZH,3,404,Surfaces de transport
AS18_17,CH_048_ZH,4,36,Surfaces d’infrastructure spéciale
AS18_17,CH_048_ZH,5,66,Espaces verts et lieux de détente
AS18_17,CH_048_ZH,6,88,"Arboriculture fruitière, viticulture, horticulture"
AS18_17,CH_048_ZH,7,399,Terres arables
AS18_17,CH_048_ZH,8,2616,"Prairies naturelles, pâturages locaux"
AS18_17,CH_048_ZH,10,1359,Forêt (sans forêt buissonnante)
AS18_17,CH_048_ZH,12,139,Autres surfaces boisées
AS18_17,CH_048_ZH,13,10,Lacs
AS18_17,CH_048_ZH,14,32,Cours d’eau
AS18_17,CH_048_ZH,15,99,Végétation improductive
AS18_17,CH_048_ZH,16,3,Surfaces sans végétation
AS18_17,CH_049_ZH,1,187,Aires industrielles et artisanales
AS18_17,CH_049_ZH,2,453,Aires de bâtiments
AS18_17,CH_049_ZH,3,280,Surfaces de transport
AS18_17,CH_049_ZH,4,32,Surfaces d’infrastructure spéciale
AS18_17,CH_049_ZH,5,138,Espaces verts et lieux de détente
AS18_17,CH_049_ZH,6,95,"Arboriculture fruitière, viticulture, horticulture"
AS18_17,CH_049_ZH,7,1067,Terres arables
AS18_17,CH_049_ZH,8,332,"Prairies naturelles, pâturages locaux"
AS18_17,CH_049_ZH,10,1098,Forêt (sans forêt buissonnante)
AS18_17,CH_049_ZH,12,41,Autres surfaces boisées
AS18_17,CH_049_ZH,13,33,Lacs
AS18_17,CH_049_ZH,14,14,Cours d’eau
AS18_17,CH_049_ZH,15,47,Végétation improductive
AS18_17,CH_049_ZH,16,1,Surfaces sans végétation
AS18_17,CH_050_ZH,1,45,Aires industrielles et artisanales
AS18_17,CH_050_ZH,2,321,Aires de bâtiments
AS18_17,CH_050_ZH,3,235,Surfaces de transport
AS18_17,CH_050_ZH,4,17,Surfaces d’infrastructure spéciale
AS18_17,CH_050_ZH,5,19,Espaces verts et lieux de détente
AS18_17,CH_050_ZH,6,179,"Arboriculture fruitière, viticulture, horticulture"
AS18_17,CH_050_ZH,7,3041,Terres arables
AS18_17,CH_050_ZH,8,670,"Prairies naturelles, pâturages locaux"
AS18_17,CH_050_ZH,10,1780,Forêt (sans forêt buissonnante)
AS18_17,CH_050_ZH,12,56,Autres surfaces boisées
AS18_17,CH_050_ZH,13,8,Lacs
AS18_17,CH_050_ZH,14,166,Cours d’eau
AS18_17,CH_050_ZH,15,32,Végétation improductive
AS18_17,CH_050_ZH,16,2,Surfaces sans végétation
AS18_17,CH_054_FR,1,91,Aires industrielles et artisanales
AS18_17,CH_054_FR,2,356,Aires de bâtiments
AS18_17,CH_054_FR,3,220,Surfaces de transport
AS18_17,CH_054_FR,4,27,Surfaces d’infrastructure spéciale
AS18_17,CH_054_FR,5,25,Espaces verts et lieux de détente
AS18_17,CH_054_FR,6,4,"Arboriculture fruitière, viticulture, horticulture"
AS18_17,CH_054_FR,7,406,Terres arables
AS18_17,CH_054_FR,8,1613,"Prairies naturelles, pâturages locaux"
AS18_17,CH_054_FR,9,321,Alpages
AS18_17,CH_054_FR,10,399,Forêt (sans forêt buissonnante)
AS18_17,CH_054_FR,12,73,Autres surfaces boisées
AS18_17,CH_054_FR,14,5,Cours d’eau
AS18_17,CH_054_FR,15,2,Végétation improductive
AS18_17,CH_054_FR,16,1,Surfaces sans végétation
AS18_17,CH_058_BE,1,46,Aires industrielles et artisanales
AS18_17,CH_058_BE,2,302,Aires de bâtiments
AS18_17,CH_058_BE,3,144,Surfaces de transport
AS18_17,CH_058_BE,4,10,Surfaces d’infrastructure spéciale
AS18_17,CH_058_BE,5,19,Espaces verts et lieux de détente
AS18_17,CH_058_BE,6,90,"Arboriculture fruitière, viticulture, horticulture"
AS18_17,CH_058_BE,7,1226,Terres arables
AS18_17,CH_058_BE,8,1391,"Prairies naturelles, pâturages locaux"
AS18_17,CH_058_BE,10,1713,Forêt (sans forêt buissonnante)
AS18_17,CH_058_BE,12,53,Autres surfaces boisées
AS18_17,CH_058_BE,14,10,Cours d’eau
AS18_17,CH_058_BE,15,1,Végétation improductive
AS18_17,CH_058_BE,16,5,Surfaces sans végétation
AS18_17,CH_059_BE,1,35,Aires industrielles et artisanales
AS18_17,CH_059_BE,2,285,Aires de bâtiments
AS18_17,CH_059_BE,3,191,Surfaces de transport
AS18_17,CH_059_BE,4,17,Surfaces d’infrastructure spéciale
AS18_17,CH_059_BE,5,12,Espaces verts et lieux de détente
AS18_17,CH_059_BE,6,50,"Arboriculture fruitière, viticulture, horticulture"
